symbol,company_name,market_cap,price,volume,dollar_volume,exchange,exchange_short_name,country,sector,industry,is_etf,is_fund,is_actively_trading,reason,core_reason
TSM,Taiwan Semiconductor Manufacturing Company Limited,2096634540000,404.25,11904676,4812465273.00,New York Stock Exchange,NYSE,TW,Technology,Semiconductors,False,False,True,,non_us_company
SKHY,SK hynix Inc.,1020274409394,143.73,45673756,6564688949.88,NASDAQ,NASDAQ,KR,Technology,Semiconductors,False,False,True,,non_us_company
ASML,ASML Holding N.V.,627845907339,1629,1595937,2599781373,NASDAQ,NASDAQ,NL,Technology,Semiconductors,False,False,True,,non_us_company
HSBC,HSBC Holdings plc,365735742400,106.42,1346639,143309322.38,New York Stock Exchange,NYSE,GB,Financial Services,Banks - Diversified,False,False,True,,non_us_company
NVS,Novartis AG,296796622266,156.15,1265334,197581904.10,New York Stock Exchange,NYSE,CH,Healthcare,Drug Manufacturers - General,False,False,True,,non_us_company
BABA,Alibaba Group Holding Limited,293017630362,122.25,16933673,2070141524.25,New York Stock Exchange,NYSE,CN,Consumer Cyclical,Specialty Retail,False,False,True,,non_us_company
RY,Royal Bank of Canada,291172807800,209.51,787622,165014685.22,New York Stock Exchange,NYSE,CA,Financial Services,Banks - Diversified,False,False,True,,non_us_company
SHEL,Shell plc,256448978100,91.98,6598909,606967649.82,New York Stock Exchange,NYSE,GB,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
MUFG,"Mitsubishi UFJ Financial Group, Inc.",253406507952,22.45,4723455,106041564.75,New York Stock Exchange,NYSE,JP,Financial Services,Banks - Diversified,False,False,True,,non_us_company
TM,Toyota Motor Corporation,223784050820,188.99,302148,57102950.52,New York Stock Exchange,NYSE,JP,Consumer Cyclical,Auto - Manufacturers,False,False,True,,non_us_company
LIN,Linde plc,221298588000,478.38,5213960,2494254184.80,NASDAQ Global Select,NASDAQ,GB,Basic Materials,Chemicals - Specialty,False,False,True,,non_us_company
BHP,BHP Group Limited,214633758513,84.49,1937455,163695572.95,New York Stock Exchange,NYSE,AU,Basic Materials,Industrial Materials,False,False,True,,non_us_company
SAP,SAP SE,213960480814,183.62,2895852,531736344.24,New York Stock Exchange,NYSE,DE,Technology,Software - Application,False,False,True,,non_us_company
NVO,Novo Nordisk A/S,209191020656,47.075,25172261,1184984186.575,New York Stock Exchange,NYSE,DK,Healthcare,Drug Manufacturers - General,False,False,True,,non_us_company
SAN,"Banco Santander, S.A.",206962940197,14.1,11765399,165892125.9,New York Stock Exchange,NYSE,ES,Financial Services,Banks - Diversified,False,False,True,,non_us_company
TD,The Toronto-Dominion Bank,202604840000,119.92,1070634,128390429.28,New York Stock Exchange,NYSE,CA,Financial Services,Banks - Diversified,False,False,True,,non_us_company
TTE,TotalEnergies SE,195664479011,87.86,951787,83624005.82,New York Stock Exchange,NYSE,FR,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
STX,Seagate Technology Holdings plc,191969173770,856.13,6018075,5152254549.75,NASDAQ Global Select,NASDAQ,SG,Technology,Computer Hardware,False,False,True,,non_us_company
UBS,UBS Group AG,172871444349,52.74,1922566,101396130.84,New York Stock Exchange,NYSE,CH,Financial Services,Banks - Diversified,False,False,True,,non_us_company
BUD,Anheuser-Busch InBev SA/NV,166996770735,86.48,1712004,148054105.92,New York Stock Exchange,NYSE,BE,Consumer Defensive,Beverages - Alcoholic,False,False,True,,non_us_company
ETN,Eaton Corporation plc,161222160000,415.2,4430408,1839505401.6,New York Stock Exchange,NYSE,IE,Industrials,Electrical Equipment & Parts,False,False,True,,non_us_company
RIO,Rio Tinto Group,157383163950,96.85,2574202,249311463.70,New York Stock Exchange,NYSE,GB,Basic Materials,Industrial Materials,False,False,True,,non_us_company
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",154431733750,27.95,2024944,56597184.80,New York Stock Exchange,NYSE,ES,Financial Services,Banks - Diversified,False,False,True,,non_us_company
SHOP,Shopify Inc.,152020247636,117.15,12057784,1412569395.60,NASDAQ Global Select,NASDAQ,CA,Technology,Software - Application,False,False,True,,non_us_company
UL,Unilever PLC,136601626600,63.41,5469890,346845724.90,New York Stock Exchange,NYSE,GB,Consumer Defensive,Household & Personal Products,False,False,True,,non_us_company
SONY,Sony Group Corporation,136593467748,23.26,9664398,224793897.48,New York Stock Exchange,NYSE,JP,Technology,Consumer Electronics,False,False,True,,non_us_company
CB,Chubb Limited,135292344000,350.68,846578,296877973.04,New York Stock Exchange,NYSE,CH,Financial Services,Insurance - Property & Casualty,False,False,True,,non_us_company
AZN,AstraZeneca PLC,131470896350,169.64,1573391,266910049.24,New York Stock Exchange,NYSE,GB,Healthcare,Drug Manufacturers - General,False,False,True,,non_us_company
BTI,British American Tobacco p.l.c.,131189589000,60.65,4155087,252006026.55,New York Stock Exchange,NYSE,GB,Consumer Defensive,Tobacco,False,False,True,,non_us_company
MFG,"Mizuho Financial Group, Inc.",127182094335,10.44,3141648,32798805.12,New York Stock Exchange,NYSE,JP,Financial Services,Banks - Regional,False,False,True,,non_us_company
PDD,PDD Holdings Inc.,126055989523,88.56,4250977,376466523.12,NASDAQ,NASDAQ,IE,Consumer Cyclical,Specialty Retail,False,False,True,,non_us_company
BMO,Bank of Montreal,125689762280,179.45,492119,88310754.55,New York Stock Exchange,NYSE,CA,Financial Services,Banks - Diversified,False,False,True,,non_us_company
PBR,Petróleo Brasileiro S.A. - Petrobras,125020712428,19.4,11472478,222566073.2,New York Stock Exchange,NYSE,BR,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
HDB,HDFC Bank Limited,122745069802,23.93,6187102,148057350.86,New York Stock Exchange,NYSE,IN,Financial Services,Banks - Regional,False,False,True,,non_us_company
ENB,Enbridge Inc.,118924302000,54.46,4153629,226206635.34,New York Stock Exchange,NYSE,CA,Energy,Oil & Gas Midstream,False,False,True,,non_us_company
BP,BP p.l.c.,118589676100,45.22,11863912,536486100.64,New York Stock Exchange,NYSE,GB,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
PBR-A,Petróleo Brasileiro S.A. - Petrobras,110522197519,17.15,5852302,100366979.30,New York Stock Exchange,NYSE,BR,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
CM,Canadian Imperial Bank of Commerce,109849734050,118.55,428350,50780892.50,New York Stock Exchange,NYSE,CA,Financial Services,Banks - Diversified,False,False,True,,non_us_company
MDT,Medtronic plc,109303469500,85.39,9602593,819965416.27,New York Stock Exchange,NYSE,IE,Healthcare,Medical - Devices,False,False,True,,non_us_company
IBN,ICICI Bank Limited,107256559712,29.99,4670955,140081940.45,New York Stock Exchange,NYSE,IN,Financial Services,Banks - Regional,False,False,True,,non_us_company
BNS,The Bank of Nova Scotia,106999835091,87.77,991762,87046950.74,New York Stock Exchange,NYSE,CA,Financial Services,Banks - Diversified,False,False,True,,non_us_company
GSK,GSK plc,103560915000,51.69,3981511,205804303.59,New York Stock Exchange,NYSE,GB,Healthcare,Drug Manufacturers - General,False,False,True,,non_us_company
SNY,Sanofi,103443696000,43.08,2943338,126799001.04,NASDAQ Global Select,NASDAQ,FR,Healthcare,Drug Manufacturers - General,False,False,True,,non_us_company
SPOT,Spotify Technology S.A.,102797693296,499.94,2295786,1147755252.84,New York Stock Exchange,NYSE,SE,Communication Services,Internet Content & Information,False,False,True,,non_us_company
ACN,Accenture plc,101533434725,165.92,4712014,781817362.88,New York Stock Exchange,NYSE,IE,Technology,Information Technology Services,False,False,True,,non_us_company
TT,Trane Technologies plc,100568972250,454.95,2203524,1002493243.80,New York Stock Exchange,NYSE,IE,Industrials,Industrial - Machinery,False,False,True,,non_us_company
SMFG,"Sumitomo Mitsui Financial Group, Inc.",100265952320,25.88,1551449,40151500.12,New York Stock Exchange,NYSE,JP,Financial Services,Banks - Diversified,False,False,True,,non_us_company
ING,ING Groep N.V.,99780304889,34.93,2536116,88586531.88,New York Stock Exchange,NYSE,NL,Financial Services,Banks - Diversified,False,False,True,,non_us_company
CNQ,Canadian Natural Resources Limited,99446652800,47.68,4541290,216528707.20,New York Stock Exchange,NYSE,CA,Energy,Oil & Gas Exploration & Production,False,False,True,,non_us_company
EQNR,Equinor ASA,98259825000,41.1,2366173,97249710.3,New York Stock Exchange,NYSE,NO,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
MELI,"MercadoLibre, Inc.",95206772937,1877.95,317501,596251002.95,NASDAQ Global Select,NASDAQ,UY,Consumer Cyclical,Specialty Retail,False,False,True,,non_us_company
BN,Brookfield Corporation,94994824058,42.53,4139617,176057911.01,New York Stock Exchange,NYSE,CA,Financial Services,Asset Management,False,False,True,,non_us_company
BNH,Brookfield Finance Inc.,94815096926,15.09,25717,388069.53,New York Stock Exchange,NYSE,CA,Financial Services,Financial - Credit Services,False,False,True,,non_us_company
BNJ,Brookfield Finance Inc. 4.50% P,94593750352,15.39,19646,302351.94,New York Stock Exchange,NYSE,AU,Financial Services,Financial - Credit Services,False,False,True,,non_us_company
ITUB,Itaú Unibanco Holding S.A.,93239899658,8.46,9948540,84164648.40,New York Stock Exchange,NYSE,BR,Financial Services,Banks - Regional,False,False,True,,non_us_company
BCS,Barclays PLC,92721149043,27.5,4949211,136103302.5,New York Stock Exchange,NYSE,GB,Financial Services,Banks - Diversified,False,False,True,,non_us_company
LYG,Lloyds Banking Group plc,89553795987,6.17,15817191,97592068.47,New York Stock Exchange,NYSE,GB,Financial Services,Banks - Regional,False,False,True,,non_us_company
JCI,Johnson Controls International plc,88838043990,146.66,2627315,385322017.90,New York Stock Exchange,NYSE,IE,Basic Materials,Construction Materials,False,False,True,,non_us_company
NTES,"NetEase, Inc.",85082411182,133.27,677182,90248045.14,NASDAQ Global Select,NASDAQ,CN,Technology,Electronic Gaming & Multimedia,False,False,True,,non_us_company
E,Eni S.p.A.,80492920807,55.56,275148,15287222.88,New York Stock Exchange,NYSE,IT,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
NGG,National Grid plc,80398518685,79.97,748906,59890012.82,New York Stock Exchange,NYSE,GB,Utilities,Regulated Electric,False,False,True,,non_us_company
SU,Suncor Energy Inc.,79440860000,67.28,2777485,186869190.80,New York Stock Exchange,NYSE,CA,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
CP,Canadian Pacific Kansas City Ltd.,78141355510,88.89,2242884,199369958.76,New York Stock Exchange,NYSE,CA,Industrials,Railroads,False,False,True,,non_us_company
ASX,"ASE Technology Holding Co., Ltd.",77332305965,35.17,8760581,308109633.77,New York Stock Exchange,NYSE,TW,Technology,Semiconductors,False,False,True,,non_us_company
CNI,Canadian National Railway Company,76949329000,127.21,1433902,182406673.42,New York Stock Exchange,NYSE,CA,Industrials,Railroads,False,False,True,,non_us_company
AON,Aon plc,76481825950,360.55,917990,330981294.50,New York Stock Exchange,NYSE,IE,Financial Services,Insurance - Brokers,False,False,True,,non_us_company
AMX,"América Móvil, S.A.B. de C.V.",76075983497,25.35,819488,20774020.80,New York Stock Exchange,NYSE,MX,Communication Services,Telecommunications Services,False,False,True,,non_us_company
MFC,Manulife Financial Corporation,74165471600,44.44,1179209,52404047.96,New York Stock Exchange,NYSE,CA,Financial Services,Insurance - Life,False,False,True,,non_us_company
AEM,Agnico Eagle Mines Limited,73559623793,145.27,2411768,350357537.36,New York Stock Exchange,NYSE,CA,Basic Materials,Gold,False,False,True,,non_us_company
TRP,TC Energy Corporation,70194846450,67.43,937507,63216097.01,New York Stock Exchange,NYSE,CA,Energy,Oil & Gas Midstream,False,False,True,,non_us_company
NU,Nu Holdings Ltd.,69401909600,14.33,43036090,616707169.70,New York Stock Exchange,NYSE,BR,Financial Services,Banks - Regional,False,False,True,,non_us_company
RACE,Ferrari N.V.,69288047130,393.87,763758,300821363.46,New York Stock Exchange,NYSE,IT,Consumer Cyclical,Auto - Manufacturers,False,False,True,,non_us_company
DB,Deutsche Bank AG,68962236000,36.7,1602543,58813328.1,New York Stock Exchange,NYSE,DE,Financial Services,Banks - Regional,False,False,True,,non_us_company
IMO,Imperial Oil Limited,64325221373,129.57,887681,115016827.17,New York Stock Exchange American,AMEX,CA,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
VALE,Vale S.A.,64223882055,15.06,28925486,435617819.16,New York Stock Exchange,NYSE,BR,Basic Materials,Steel,False,False,True,,non_us_company
SE,Sea Limited,64081282788,106.74,2551908,272390659.92,New York Stock Exchange,NYSE,SG,Consumer Cyclical,Specialty Retail,False,False,True,,non_us_company
CRH,CRH plc,63485701002,95.01,7495273,712125887.73,New York Stock Exchange,NYSE,IE,Basic Materials,Construction Materials,False,False,True,,non_us_company
RELX,RELX Plc,61869493715,35.42,3986388,141197862.96,New York Stock Exchange,NYSE,GB,Industrials,Specialty Business Services,False,False,True,,non_us_company
B,Barrick Mining Corporation,61541482300,36.73,6101264,224099426.72,New York Stock Exchange,NYSE,CA,Basic Materials,Gold,False,False,True,,non_us_company
TEL,TE Connectivity plc,59637896824,205.69,2270295,466976978.55,New York Stock Exchange,NYSE,IE,Technology,Semiconductors,False,False,True,,non_us_company
NXPI,NXP Semiconductors N.V.,57785942114,229.16,6293442,1442205168.72,NASDAQ Global Select,NASDAQ,NL,Technology,Semiconductors,False,False,True,,non_us_company
GRMN,Garmin Ltd.,56656354340,293.78,884702,259907753.56,New York Stock Exchange,NYSE,CH,Technology,"Hardware, Equipment & Parts",False,False,True,,non_us_company
CVE,Cenovus Energy Inc.,55677756550,30.19,4939902,149135641.38,New York Stock Exchange,NYSE,CA,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
TAK,Takeda Pharmaceutical Company Limited,54382880164,17.09,4108357,70211821.13,New York Stock Exchange,NYSE,JP,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,,non_us_company
MT,ArcelorMittal S.A.,53383554000,70.14,1276028,89500603.92,New York Stock Exchange,NYSE,LU,Basic Materials,Steel,False,False,True,,non_us_company
ARGX,argenx SE,53097160928,853.82,293920,250954774.40,NASDAQ Global Select,NASDAQ,NL,Healthcare,Biotechnology,False,False,True,,non_us_company
WPM,Wheaton Precious Metals Corp.,49513248750,109.03,1608348,175358182.44,New York Stock Exchange,NYSE,CA,Basic Materials,Gold,False,False,True,,non_us_company
NOK,Nokia Oyj,49148117200,9.1,86735470,789292777.0,New York Stock Exchange,NYSE,FI,Technology,Communication Equipment,False,False,True,,non_us_company
DEO,Diageo plc,48952113700,88.06,746395,65727543.70,New York Stock Exchange,NYSE,GB,Consumer Defensive,Beverages - Alcoholic,False,False,True,,non_us_company
INFY,Infosys Limited,48812687400,12.03,18088338,217602706.14,New York Stock Exchange,NYSE,IN,Technology,Information Technology Services,False,False,True,,non_us_company
CCEP,Coca-Cola Europacific Partners PLC,48514642280,109.46,2571787,281507805.02,NASDAQ Global Select,NASDAQ,GB,Consumer Defensive,Beverages - Non-Alcoholic,False,False,True,,non_us_company
ABEV,Ambev S.A.,48505827190,3.11,57167503,177790934.33,New York Stock Exchange,NYSE,BR,Consumer Defensive,Beverages - Alcoholic,False,False,True,,non_us_company
UMC,United Microelectronics Corporation,47467631027,19.03,16733939,318446859.17,New York Stock Exchange,NYSE,TW,Technology,Semiconductors,False,False,True,,non_us_company
FER,Ferrovial SE,47219099073,65.1,1628253,105999270.3,NASDAQ Global Select,NASDAQ,NL,Industrials,Engineering & Construction,False,False,True,,non_us_company
STM,STMicroelectronics N.V.,46760442347,52.39,10812521,566467975.19,New York Stock Exchange,NYSE,CH,Technology,Semiconductors,False,False,True,,non_us_company
VIK,Viking Holdings Ltd,46355293020,104.35,1535305,160209076.75,New York Stock Exchange,NYSE,BM,Consumer Cyclical,Travel Services,False,False,True,,non_us_company
JD,"JD.com, Inc.",46341083615,33.01,8189351,270330476.51,NASDAQ Global Select,NASDAQ,CN,Consumer Cyclical,Specialty Retail,False,False,True,,non_us_company
SLF,Sun Life Financial Inc.,45961267800,82.95,319691,26518368.45,New York Stock Exchange,NYSE,CA,Financial Services,Insurance - Diversified,False,False,True,,non_us_company
NBIS,Nebius Group N.V.,45698400000,190.41,25526075,4860419940.75,NASDAQ Global Select,NASDAQ,NL,Technology,Software - Infrastructure,False,False,True,,non_us_company
IX,ORIX Corporation,44752690787,40.31,170806,6885189.86,New York Stock Exchange,NYSE,JP,Financial Services,Financial - Credit Services,False,False,True,,non_us_company
WDS,Woodside Energy Group Ltd,44475856263,23.46,590464,13852285.44,New York Stock Exchange,NYSE,AU,Energy,Oil & Gas Exploration & Production,False,False,True,,non_us_company
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",43603761190,127.99,559072,71555625.28,New York Stock Exchange,NYSE,MX,Consumer Defensive,Beverages - Non-Alcoholic,False,False,True,,non_us_company
HLN,Haleon plc,43465501065,9.87,9895365,97667252.55,New York Stock Exchange,NYSE,GB,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,,non_us_company
TRI,Thomson Reuters Corporation,42837556075,98.13,1777849,174460322.37,NASDAQ Global Select,NASDAQ,CA,Industrials,Specialty Business Services,False,False,True,,non_us_company
BSBR,Banco Santander (Brasil) S.A.,42454280267,5.67,12535652,71077146.84,New York Stock Exchange,NYSE,BR,Financial Services,Banks - Regional,False,False,True,,non_us_company
WCN,"Waste Connections, Inc.",42188129000,167.38,1359993,227635628.34,New York Stock Exchange,NYSE,CA,Industrials,Waste Management,False,False,True,,non_us_company
KB,KB Financial Group Inc.,41367324354,117.82,260617,30705894.94,New York Stock Exchange,NYSE,KR,Financial Services,Banks - Regional,False,False,True,,non_us_company
FNV,Franco-Nevada Corporation,41062899520,212.92,509801,108546828.92,New York Stock Exchange,NYSE,CA,Basic Materials,Gold,False,False,True,,non_us_company
TEVA,Teva Pharmaceutical Industries Limited,40766586854,35.01,4694711,164361832.11,New York Stock Exchange,NYSE,IL,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,,non_us_company
HMC,"Honda Motor Co., Ltd.",40119335057,30.11,1204796,36276407.56,New York Stock Exchange,NYSE,JP,Consumer Cyclical,Auto - Manufacturers,False,False,True,,non_us_company
CRDO,Credo Technology Group Holding Ltd,38599060107,206.99,6407683,1326326304.17,NASDAQ Global Select,NASDAQ,KY,Technology,Semiconductors,False,False,True,,non_us_company
BBD,Banco Bradesco S.A.,38178560154,3.61,26732183,96503180.63,New York Stock Exchange,NYSE,BR,Financial Services,Banks - Regional,False,False,True,,non_us_company
CLS,Celestica Inc.,38109634080,331.44,3285491,1088943137.04,New York Stock Exchange,NYSE,CA,Technology,"Hardware, Equipment & Parts",False,False,True,,non_us_company
ESLT,Elbit Systems Ltd.,37886203472,808.65,63001,50945758.65,NASDAQ Global Select,NASDAQ,IL,Industrials,Aerospace & Defense,False,False,True,,non_us_company
BIDU,"Baidu, Inc.",37791263750,111.11,2865421,318376927.31,NASDAQ Global Select,NASDAQ,CN,Communication Services,Internet Content & Information,False,False,True,,non_us_company
NWG,NatWest Group plc,37659275759,18.94,5494055,104057401.70,New York Stock Exchange,NYSE,GB,Financial Services,Banks - Diversified,False,False,True,,non_us_company
PUK,Prudential plc,37649189400,30.26,1147080,34710640.80,New York Stock Exchange,NYSE,HK,Financial Services,Insurance - Life,False,False,True,,non_us_company
CCJ,Cameco Corporation,37621340540,86.38,5508520,475825957.60,New York Stock Exchange,NYSE,CA,Energy,Uranium,False,False,True,,non_us_company
BBDO,Banco Bradesco S.A.,36380677820,3.44,70563,242736.72,New York Stock Exchange,NYSE,BR,Financial Services,Banks - Diversified,False,False,True,,non_us_company
VOD,Vodafone Group Public Limited Company,36338898029,15.78,3325293,52473123.54,NASDAQ Global Select,NASDAQ,GB,Communication Services,Telecommunications Services,False,False,True,,non_us_company
ACGL,Arch Capital Group Ltd.,35124176700,100.53,1702880,171190526.40,NASDAQ,NASDAQ,BM,Financial Services,Insurance - Diversified,False,False,True,,non_us_company
EC,Ecopetrol S.A.,34476348506,16.77,2058755,34525321.35,New York Stock Exchange,NYSE,CO,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
ONC,BeOne Medicines AG,33768345737,316.01,248321,78471919.21,NASDAQ,NASDAQ,CH,Healthcare,Biotechnology,False,False,True,,non_us_company
ALC,Alcon Inc.,33622038000,68.94,2171681,149715688.14,New York Stock Exchange,NYSE,CH,Healthcare,Medical - Specialties,False,False,True,,non_us_company
NTR,Nutrien Ltd.,33155226460,69.07,1927342,133121511.94,New York Stock Exchange,NYSE,CA,Basic Materials,Agricultural Inputs,False,False,True,,non_us_company
CHT,"Chunghwa Telecom Co., Ltd.",33054479750,42.61,113740,4846461.40,New York Stock Exchange,NYSE,TW,Communication Services,Telecommunications Services,False,False,True,,non_us_company
SHG,"Shinhan Financial Group Co., Ltd.",33047799050,69.93,276588,19341798.84,New York Stock Exchange,NYSE,KR,Financial Services,Banks - Regional,False,False,True,,non_us_company
ERIC,Telefonaktiebolaget LM Ericsson (publ),32212922794,9.81,12789540,125465387.40,NASDAQ Global Select,NASDAQ,SE,Technology,Communication Equipment,False,False,True,,non_us_company
BAP,Credicorp Ltd.,31825406824,400.58,270543,108374114.94,New York Stock Exchange,NYSE,PE,Financial Services,Banks - Diversified,False,False,True,,non_us_company
WTW,Willis Towers Watson Public Limited Company,31726964098,335.92,830284,278909001.28,NASDAQ Global Select,NASDAQ,GB,Financial Services,Insurance - Brokers,False,False,True,,non_us_company
JBS,Jbs N.V.,31097852990,14.02,2697158,37814155.16,New York Stock Exchange,NYSE,NL,Consumer Defensive,Packaged Foods,False,False,True,,non_us_company
TS,Tenaris S.A.,30761249779,57.33,1037794,59496730.02,New York Stock Exchange,NYSE,LU,Energy,Oil & Gas Equipment & Services,False,False,True,,non_us_company
RYAAY,Ryanair Holdings plc,30390386550,58.51,1120501,65560513.51,NASDAQ,NASDAQ,IE,Industrials,"Airlines, Airports & Air Services",False,False,True,,non_us_company
TCOM,Trip.com Group Limited,29602442486,47.01,2452708,115301803.08,NASDAQ Global Select,NASDAQ,SG,Consumer Cyclical,Travel Services,False,False,True,,non_us_company
TECK,Teck Resources Limited,29095920000,60.24,3930465,236771211.60,New York Stock Exchange,NYSE,CA,Basic Materials,Industrial Materials,False,False,True,,non_us_company
FTS,Fortis Inc.,29020580715,57,775306,44192442,New York Stock Exchange,NYSE,CA,Utilities,Regulated Electric,False,False,True,,non_us_company
GFI,Gold Fields Limited,29016678080,32.42,2980489,96627453.38,New York Stock Exchange,NYSE,ZA,Basic Materials,Gold,False,False,True,,non_us_company
FTI,TechnipFMC plc,28570985320,71.66,3417905,244927072.30,New York Stock Exchange,NYSE,GB,Energy,Oil & Gas Equipment & Services,False,False,True,,non_us_company
PBA,Pembina Pipeline Corporation,28449614550,48.93,1173548,57421703.64,New York Stock Exchange,NYSE,CA,Energy,Oil & Gas Midstream,False,False,True,,non_us_company
NMR,"Nomura Holdings, Inc.",28290693116,9.68,791886,7665456.48,New York Stock Exchange,NYSE,JP,Financial Services,Financial - Capital Markets,False,False,True,,non_us_company
KGC,Kinross Gold Corporation,27583710000,23.1,5080839,117367380.9,New York Stock Exchange,NYSE,CA,Basic Materials,Gold,False,False,True,,non_us_company
AMRZ,Amrize Ltd,27034315804,48.91,1666004,81484255.64,New York Stock Exchange,NYSE,CH,Basic Materials,Construction Materials,False,False,True,,non_us_company
PHG,Koninklijke Philips N.V.,25706340331,26.3,1220695,32104278.5,New York Stock Exchange,NYSE,NL,Healthcare,Medical - Devices,False,False,True,,non_us_company
NVT,nVent Electric plc,24877387600,153.83,4456889,685603234.87,New York Stock Exchange,NYSE,GB,Industrials,Electrical Equipment & Parts,False,False,True,,non_us_company
TSEM,Tower Semiconductor Ltd.,24549576715,219.67,1865903,409882912.01,NASDAQ Global Select,NASDAQ,IL,Technology,Semiconductors,False,False,True,,non_us_company
ROIV,Roivant Sciences Ltd.,24496787460,33.91,5174199,175457088.09,NASDAQ Global Market,NASDAQ,GB,Healthcare,Biotechnology,False,False,True,,non_us_company
SW,Smurfit Westrock plc,24109612379,45.97,4877257,224207504.29,New York Stock Exchange,NYSE,IE,Consumer Cyclical,Packaging & Containers,False,False,True,,non_us_company
IHG,InterContinental Hotels Group PLC,23975901351,162.28,392422,63682242.16,New York Stock Exchange,NYSE,GB,Consumer Cyclical,Travel Lodging,False,False,True,,non_us_company
AXIA,AXIA Energia S.A.,23860397833,10.47,1562766,16362160.02,New York Stock Exchange,NYSE,BR,Utilities,Renewable Utilities,False,False,True,,non_us_company
AER,AerCap Holdings N.V.,23794666500,150.9,1182391,178422801.9,New York Stock Exchange,NYSE,IE,Industrials,Rental & Leasing Services,False,False,True,,non_us_company
BSP,Bending Spoons S.p.A.,23570031232,35.2,1085402,38206150.4,NASDAQ,NASDAQ,IT,Technology,Software - Application,False,False,True,,non_us_company
BNTX,BioNTech SE,22906255184,90.58,695179,62969313.82,NASDAQ Global Select,NASDAQ,DE,Healthcare,Biotechnology,False,False,True,,non_us_company
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",22745712720,108.27,148881,16119345.87,New York Stock Exchange,NYSE,MX,Consumer Defensive,Beverages - Non-Alcoholic,False,False,True,,non_us_company
STE,STERIS plc,22259338680,228.4,533951,121954408.4,New York Stock Exchange,NYSE,IE,Healthcare,Medical - Specialties,False,False,True,,non_us_company
CIB,Grupo Cibest S.A.,21951779820,92.52,284272,26300845.44,New York Stock Exchange,NYSE,CO,Financial Services,Banks - Regional,False,False,True,,non_us_company
BCH,Banco de Chile,20885281538,41.35,323902,13393347.70,New York Stock Exchange,NYSE,CL,Financial Services,Banks - Regional,False,False,True,,non_us_company
AMCR,Amcor plc,20750074567,44.88,8642374,387869745.12,New York Stock Exchange,NYSE,CH,Consumer Cyclical,Packaging & Containers,False,False,True,,non_us_company
VIV,Telefônica Brasil S.A.,20642801627,12.92,1238836,16005761.12,New York Stock Exchange,NYSE,BR,Communication Services,Telecommunications Services,False,False,True,,non_us_company
YPF,YPF Sociedad Anónima,20599623442,52.54,950979,49964436.66,New York Stock Exchange,NYSE,AR,Energy,Oil & Gas Integrated,False,False,True,,non_us_company
AS,"Amer Sports, Inc.",20534431618,35.51,2816274,100005889.74,New York Stock Exchange,NYSE,FI,Consumer Cyclical,Leisure,False,False,True,,non_us_company
BCE,BCE Inc.,20217159713,21.68,4319070,93637437.60,New York Stock Exchange,NYSE,CA,Communication Services,Telecommunications Services,False,False,True,,non_us_company
LYB,LyondellBasell Industries N.V.,20038492800,62.08,6428487,399080472.96,New York Stock Exchange,NYSE,NL,Basic Materials,Chemicals - Specialty,False,False,True,,non_us_company
WIT,Wipro Limited,19586624350,1.98,5177467,10251384.66,New York Stock Exchange,NYSE,IN,Technology,Information Technology Services,False,False,True,,non_us_company
BIP,Brookfield Infrastructure Partners L.P.,19230020640,41.76,1184242,49453945.92,New York Stock Exchange,NYSE,BM,Utilities,Diversified Utilities,False,False,True,,non_us_company
SQM,Sociedad Química y Minera de Chile S.A.,19154791402,67.06,924929,62025738.74,New York Stock Exchange,NYSE,CL,Basic Materials,Chemicals - Specialty,False,False,True,,non_us_company
ZTO,ZTO Express (Cayman) Inc.,19025033722,24.02,1562119,37522098.38,New York Stock Exchange,NYSE,CN,Industrials,Integrated Freight & Logistics,False,False,True,,non_us_company
AQNB,Algonquin Power & Utilities Corp.,18872406449,25.71,14639,376368.69,New York Stock Exchange,NYSE,CA,Utilities,Diversified Utilities,False,False,True,,non_us_company
MGA,Magna International Inc.,18674635000,68.6,2480593,170168679.8,New York Stock Exchange,NYSE,CA,Consumer Cyclical,Auto - Parts,False,False,True,,non_us_company
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,18625643930,5.45,5294573,28855422.85,New York Stock Exchange,NYSE,BR,Utilities,Regulated Water,False,False,True,,non_us_company
